ACCESSIONNUMBER	FILE_NUM	FILING_DATE	SIC_CODE	SCHEMAVERSION	SUBMISSIONTYPE	TESTORLIVE	OVER100PERSONSFLAG	OVER100ISSUERFLAG
0001947767-22-000002	021-460262               	29-SEP-2022		X0708	D	LIVE		
0001898143-22-000001	021-424576               	29-SEP-2022		X0708	D/A	LIVE		
0001948348-22-000002	021-460261               	29-SEP-2022		X0708	D	LIVE		
0001315863-22-000631	021-350173               	29-SEP-2022		X0708	D/A	LIVE		
0001918765-22-000002	021-460260               	29-SEP-2022		X0708	D	LIVE		
0001939979-22-000001	021-460259               	29-SEP-2022		X0708	D	LIVE		
0001461274-22-000004	021-460258               	29-SEP-2022		X0708	D	LIVE		
0001923944-22-000002	021-460257               	29-SEP-2022		X0708	D	LIVE		
0001915383-22-000001	021-460256               	29-SEP-2022		X0708	D	LIVE		
0001908265-22-000002	021-432174               	29-SEP-2022		X0708	D/A	LIVE		
0001056352-22-000001	021-129851               	29-SEP-2022		X0708	D/A	LIVE		
0001948250-22-000002	021-460255               	29-SEP-2022		X0708	D	LIVE		
0001948799-22-000001	021-460254               	29-SEP-2022		X0708	D	LIVE		
0001747644-22-000001	021-460253               	29-SEP-2022		X0708	D	LIVE		
0001947711-22-000002	021-460252               	29-SEP-2022		X0708	D	LIVE		
0001947322-22-000001	021-460251               	29-SEP-2022		X0708	D	LIVE		
0001948400-22-000001	021-460250               	29-SEP-2022		X0708	D	LIVE		
0001461274-22-000003	021-129805               	29-SEP-2022		X0708	D/A	LIVE		
0001945269-22-000001	021-460249               	29-SEP-2022		X0708	D	LIVE		
0001948646-22-000001	021-460248               	29-SEP-2022		X0708	D	LIVE		
0001940187-22-000001	021-460247               	29-SEP-2022		X0708	D	LIVE		
0000935836-22-000535	021-460246               	29-SEP-2022		X0708	D	LIVE		
0001461274-22-000002	021-129809               	29-SEP-2022		X0708	D/A	LIVE		
0001894716-22-000006	021-460245               	29-SEP-2022		X0708	D	LIVE		
0000935836-22-000534	021-446470               	29-SEP-2022		X0708	D/A	LIVE		
0001058812-22-000001	021-129858               	29-SEP-2022		X0708	D/A	LIVE		
0001567619-22-017934	021-401366               	29-SEP-2022		X0708	D/A	LIVE		
0001698625-22-000002	021-282967               	29-SEP-2022		X0708	D/A	LIVE		
0001461274-22-000001	021-129915               	29-SEP-2022		X0708	D/A	LIVE		
0000913211-22-000001	021-91321-1F             	29-SEP-2022		X0708	D/A	LIVE		
0001926334-22-000002	021-460244               	29-SEP-2022		X0708	D	LIVE		
0001947854-22-000002	021-460243               	29-SEP-2022		X0708	D	LIVE		
0001826177-22-000001	021-376659               	29-SEP-2022		X0708	D/A	LIVE		
0001925102-22-000006	021-443140               	29-SEP-2022		X0708	D/A	LIVE		
0001944104-22-000001	021-460242               	29-SEP-2022		X0708	D	LIVE		
0001719403-22-000001	021-296483               	29-SEP-2022		X0708	D/A	LIVE		
0001947917-22-000001	021-460241               	29-SEP-2022		X0708	D	LIVE		
0001013594-22-000612	021-460240               	29-SEP-2022		X0708	D	LIVE		
0001808263-22-000001	021-421793               	29-SEP-2022		X0708	D/A	LIVE		
0001940762-22-000001	021-460239               	29-SEP-2022		X0708	D	LIVE		
0001948172-22-000001	021-460238               	29-SEP-2022		X0708	D	LIVE		
0001883848-22-000001	021-460237               	29-SEP-2022		X0708	D	LIVE		
0001689738-22-000003	021-460236               	29-SEP-2022		X0708	D	LIVE		
0001937820-22-000001	021-460235               	29-SEP-2022		X0708	D	LIVE		
0001567619-22-017933	021-460234               	29-SEP-2022		X0708	D	LIVE		
0001939557-22-000001	021-460233               	29-SEP-2022		X0708	D	LIVE		
0001698625-22-000001	021-282967               	29-SEP-2022		X0708	D/A	LIVE		
0001944616-22-000001	021-460232               	29-SEP-2022		X0708	D	LIVE		
0001938226-22-000002	021-458493               	29-SEP-2022		X0708	D/A	LIVE		
0001945527-22-000001	021-460231               	29-SEP-2022		X0708	D	LIVE		
0000902664-22-004374	021-429834               	29-SEP-2022		X0708	D/A	LIVE		
0001948774-22-000001	021-460230               	29-SEP-2022		X0708	D	LIVE		
0001803801-22-000002	021-460229               	29-SEP-2022		X0708	D	LIVE		
0001685756-22-000001	021-271390               	29-SEP-2022		X0708	D/A	LIVE		
0001780468-22-000006	021-342841               	29-SEP-2022		X0708	D/A	LIVE		
0001944941-22-000001	021-460228               	29-SEP-2022		X0708	D	LIVE		
0001062993-22-020026	021-460227               	29-SEP-2022		X0708	D	LIVE		
0001946799-22-000001	021-460226               	29-SEP-2022		X0708	D	LIVE		
0001947726-22-000001	021-460225               	29-SEP-2022		X0708	D	LIVE		
0001062993-22-020024	021-460224               	29-SEP-2022		X0708	D	LIVE		
0001919378-22-000001	021-460223               	29-SEP-2022		X0708	D	LIVE		
0001948783-22-000003	021-460222               	29-SEP-2022		X0708	D	LIVE		
0001946704-22-000001	021-460221               	29-SEP-2022		X0708	D	LIVE		
0001948783-22-000002	021-460220               	29-SEP-2022		X0708	D	LIVE		
0001948783-22-000001	021-460219               	29-SEP-2022		X0708	D	LIVE		
0001673769-22-000007	021-460218               	29-SEP-2022		X0708	D	LIVE		
0001882346-22-000001	021-414989               	29-SEP-2022		X0708	D/A	LIVE		
0001882352-22-000001	021-414986               	29-SEP-2022		X0708	D/A	LIVE		
0001944846-22-000002	021-459061               	29-SEP-2022		X0708	D/A	LIVE		
0001657161-22-000001	021-251014               	29-SEP-2022		X0708	D/A	LIVE		
0001701877-22-000002	021-284618               	29-SEP-2022		X0708	D/A	LIVE		
0001408856-22-000002	021-106995               	29-SEP-2022		X0708	D/A	LIVE		
0001701807-22-000002	021-460217               	29-SEP-2022		X0708	D	LIVE		
0001947742-22-000001	021-460216               	29-SEP-2022		X0708	D	LIVE		
0001864533-22-000001	021-415638               	29-SEP-2022		X0708	D/A	LIVE		
0001859612-22-000001	021-460215               	29-SEP-2022		X0708	D	LIVE		
0001757129-22-000003	021-430849               	29-SEP-2022		X0708	D/A	LIVE		
0001946641-22-000001	021-460192               	29-SEP-2022		X0708	D	LIVE		
0001760963-22-000003	021-450350               	29-SEP-2022		X0708	D/A	LIVE		
0001947529-22-000001	021-460198               	29-SEP-2022		X0708	D	LIVE		
0001948740-22-000001	021-460191               	29-SEP-2022		X0708	D	LIVE		
0001948008-22-000001	021-460196               	29-SEP-2022		X0708	D	LIVE		
0001885149-22-000001	021-414849               	29-SEP-2022		X0708	D/A	LIVE		
0001213900-22-059860	021-460204               	29-SEP-2022		X0708	D	LIVE		
0001948305-22-000001	021-460212               	29-SEP-2022		X0708	D	LIVE		
0001855144-22-000004	021-395294               	29-SEP-2022		X0708	D/A	LIVE		
0001948303-22-000002	021-460042               	29-SEP-2022		X0708	D/A	LIVE		
0001880588-22-000003	021-460210               	29-SEP-2022		X0708	D	LIVE		
0001567619-22-017915	021-460189               	29-SEP-2022		X0708	D	LIVE		
0001672286-22-000004	021-460193               	29-SEP-2022		X0708	D	LIVE		
0001912788-22-000001	021-460194               	29-SEP-2022		X0708	D	LIVE		
0001864611-22-000062	021-460195               	29-SEP-2022		X0708	D	LIVE		
0001947241-22-000001	021-460197               	29-SEP-2022		X0708	D	LIVE		
0001948120-22-000001	021-460201               	29-SEP-2022		X0708	D	LIVE		
0001727689-22-000028	021-460207               	29-SEP-2022	1000	X0708	D	LIVE		
0001619145-22-000001	021-460211               	29-SEP-2022		X0708	D	LIVE		
0001947657-22-000001	021-460190               	29-SEP-2022		X0708	D	LIVE		
0001948630-22-000001	021-460213               	29-SEP-2022		X0708	D	LIVE		
0001939427-22-000005	021-460214               	29-SEP-2022		X0708	D	LIVE		
0001948142-22-000004	021-459877               	29-SEP-2022		X0708	D/A	LIVE		
0001947657-22-000002	021-460200               	29-SEP-2022		X0708	D	LIVE		
0001948754-22-000001	021-460208               	29-SEP-2022		X0708	D	LIVE		
0001947902-22-000001	021-460202               	29-SEP-2022		X0708	D	LIVE		
0001655335-22-000001	021-249088               	29-SEP-2022		X0708	D/A	LIVE		
0001567619-22-017919	021-398656               	29-SEP-2022		X0708	D/A	LIVE		
0001948438-22-000002	021-460203               	29-SEP-2022		X0708	D	LIVE		
0001947286-22-000002	021-460205               	29-SEP-2022		X0708	D	LIVE		
0001948485-22-000001	021-460206               	29-SEP-2022		X0708	D	LIVE		
0001744333-22-000001	021-460209               	29-SEP-2022		X0708	D	LIVE		
0001948741-22-000001	021-460199               	29-SEP-2022		X0708	D	LIVE		
0001948750-22-000001	021-460188               	28-SEP-2022		X0708	D	LIVE		
0001848454-22-000003	021-392206               	28-SEP-2022		X0708	D/A	LIVE		
0001935698-22-000001	021-460187               	28-SEP-2022		X0708	D	LIVE		
0001862724-22-000001	021-460186               	28-SEP-2022		X0708	D	LIVE		
0001789119-22-000001	021-349453               	28-SEP-2022		X0708	D/A	LIVE		
0001948683-22-000001	021-460185               	28-SEP-2022		X0708	D	LIVE		
0001789624-22-000001	021-349889               	28-SEP-2022		X0708	D/A	LIVE		
0001365916-22-000130	021-460184               	28-SEP-2022	2860	X0708	D	LIVE		
0001062993-22-020014	021-460183               	28-SEP-2022		X0708	D	LIVE		
0001948504-22-000003	021-460182               	28-SEP-2022		X0708	D	LIVE		
0001948772-22-000001	021-460181               	28-SEP-2022		X0708	D	LIVE		
0001947388-22-000001	021-460180               	28-SEP-2022		X0708	D	LIVE		
0001946913-22-000001	021-460179               	28-SEP-2022		X0708	D	LIVE		
0001942331-22-000001	021-460178               	28-SEP-2022		X0708	D	LIVE		
0000919574-22-005689	021-439491               	28-SEP-2022		X0708	D/A	LIVE		
0001867421-22-000001	021-460177               	28-SEP-2022		X0708	D	LIVE		
0001948130-22-000001	021-460176               	28-SEP-2022		X0708	D	LIVE		
0001947576-22-000001	021-460175               	28-SEP-2022		X0708	D	LIVE		
0001209191-22-051469	021-460174               	28-SEP-2022		X0708	D	LIVE		
0001948142-22-000003	021-459877               	28-SEP-2022		X0708	D/A	LIVE		
0001927621-22-000002	021-460173               	28-SEP-2022		X0708	D	LIVE		
0001947583-22-000001	021-460172               	28-SEP-2022		X0708	D	LIVE		
0001948503-22-000001	021-460171               	28-SEP-2022		X0708	D	LIVE		
0001715982-22-000001	021-295303               	28-SEP-2022		X0708	D/A	LIVE		
0001893452-22-000002	021-422565               	28-SEP-2022		X0708	D/A	LIVE		
0001763544-22-000002	021-329761               	28-SEP-2022		X0708	D/A	LIVE		
0001945244-22-000001	021-460170               	28-SEP-2022		X0708	D	LIVE		
0001946963-22-000004	021-460169               	28-SEP-2022		X0708	D	LIVE		
0001947826-22-000001	021-460168               	28-SEP-2022		X0708	D	LIVE		
0001946963-22-000003	021-460167               	28-SEP-2022		X0708	D	LIVE		
0001943509-22-000001	021-460166               	28-SEP-2022		X0708	D	LIVE		
0001947229-22-000001	021-460165               	28-SEP-2022		X0708	D	LIVE		
0001829221-22-000002	021-460164               	28-SEP-2022		X0708	D	LIVE		
0001946963-22-000002	021-460163               	28-SEP-2022		X0708	D	LIVE		
0001946963-22-000001	021-460162               	28-SEP-2022		X0708	D	LIVE		
0001493152-22-027028	021-460161               	28-SEP-2022	2834	X0708	D	LIVE		
0001062993-22-020003	021-460160               	28-SEP-2022		X0708	D	LIVE		
0001493152-22-027026	021-460159               	28-SEP-2022		X0708	D	LIVE		
0001947194-22-000001	021-460158               	28-SEP-2022		X0708	D	LIVE		
0001943508-22-000001	021-460157               	28-SEP-2022		X0708	D	LIVE		
0001943694-22-000001	021-460156               	28-SEP-2022		X0708	D	LIVE		
0001948504-22-000001	021-460155               	28-SEP-2022		X0708	D	LIVE		
0001763544-22-000001	021-460154               	28-SEP-2022		X0708	D	LIVE		
0001910328-22-000002	021-460153               	28-SEP-2022		X0708	D	LIVE		
0000895527-22-000018	021-460152               	28-SEP-2022		X0708	D	LIVE		
0001888683-22-000001	021-418084               	28-SEP-2022		X0708	D/A	LIVE		
0001945834-22-000002	021-460151               	28-SEP-2022		X0708	D	LIVE		
0001888652-22-000001	021-418083               	28-SEP-2022		X0708	D/A	LIVE		
0001065949-22-000139	021-460150               	28-SEP-2022	4822	X0708	D	LIVE		
0001947710-22-000001	021-460149               	28-SEP-2022		X0708	D	LIVE		
0001947033-22-000001	021-460148               	28-SEP-2022		X0708	D	LIVE		
0001947161-22-000001	021-460147               	28-SEP-2022		X0708	D	LIVE		
0001935689-22-000019	021-450565               	28-SEP-2022		X0708	D/A	LIVE		
0001947762-22-000001	021-460146               	28-SEP-2022		X0708	D	LIVE		
0001948016-22-000001	021-460145               	28-SEP-2022		X0708	D	LIVE		
0001947896-22-000002	021-459788               	28-SEP-2022		X0708	D/A	LIVE		
0001935689-22-000018	021-450565               	28-SEP-2022		X0708	D/A	LIVE		
0001946094-22-000002	021-460144               	28-SEP-2022		X0708	D	LIVE		
0001948407-22-000001	021-460143               	28-SEP-2022		X0708	D	LIVE		
0001882653-22-000002	021-414396               	28-SEP-2022		X0708	D/A	LIVE		
0001947383-22-000001	021-460142               	28-SEP-2022		X0708	D	LIVE		
0001935689-22-000017	021-450565               	28-SEP-2022		X0708	D/A	LIVE		
0001947996-22-000001	021-460141               	28-SEP-2022		X0708	D	LIVE		
0001948658-22-000002	021-460140               	28-SEP-2022		X0708	D	LIVE		
0001948626-22-000001	021-460139               	28-SEP-2022		X0708	D	LIVE		
0001882653-22-000001	021-414397               	28-SEP-2022		X0708	D/A	LIVE		
0001935689-22-000016	021-450565               	28-SEP-2022		X0708	D/A	LIVE		
0001948246-22-000002	021-460138               	28-SEP-2022		X0708	D	LIVE		
0001920596-22-000003	021-460137               	28-SEP-2022		X0708	D	LIVE		
0001935689-22-000015	021-450565               	28-SEP-2022		X0708	D/A	LIVE		
0001947101-22-000001	021-460136               	28-SEP-2022		X0708	D	LIVE		
0001947847-22-000002	021-460135               	28-SEP-2022		X0708	D	LIVE		
0001807001-22-000002	021-460134               	28-SEP-2022		X0708	D	LIVE		
0001947192-22-000002	021-460133               	28-SEP-2022		X0708	D	LIVE		
0001948679-22-000001	021-460132               	28-SEP-2022		X0708	D	LIVE		
0001935689-22-000014	021-450565               	28-SEP-2022		X0708	D/A	LIVE		
0001928703-22-000001	021-460131               	28-SEP-2022		X0708	D	LIVE		
0001948505-22-000001	021-460130               	28-SEP-2022		X0708	D	LIVE		
0000945621-22-000325	021-263068               	28-SEP-2022		X0708	D/A	LIVE		
0001947754-22-000001	021-460129               	28-SEP-2022		X0708	D	LIVE		
0001835107-22-000073	021-460128               	28-SEP-2022		X0708	D	LIVE		
0001085037-22-000075	021-460127               	28-SEP-2022		X0708	D	LIVE		
0000950172-22-000144	021-460126               	28-SEP-2022		X0708	D	LIVE		
0000950172-22-000143	021-460125               	28-SEP-2022		X0708	D	LIVE		
0001944968-22-000001	021-460124               	28-SEP-2022		X0708	D	LIVE		
0001948660-22-000002	021-460123               	28-SEP-2022		X0708	D	LIVE		
0001946959-22-000001	021-460122               	28-SEP-2022		X0708	D	LIVE		
0001948037-22-000002	021-322343               	28-SEP-2022		X0708	D/A	LIVE		
0001947143-22-000001	021-460121               	28-SEP-2022		X0708	D	LIVE		
0001944318-22-000001	021-460120               	28-SEP-2022		X0708	D	LIVE		
0001945977-22-000002	021-460119               	28-SEP-2022		X0708	D	LIVE		
0001947567-22-000001	021-460118               	28-SEP-2022		X0708	D	LIVE		
0001947068-22-000001	021-460117               	28-SEP-2022		X0708	D	LIVE		
0001948037-22-000001	021-460116               	28-SEP-2022		X0708	D	LIVE		
0001214659-22-011617	021-173588               	28-SEP-2022		X0708	D/A	LIVE		
0001947884-22-000002	021-460115               	28-SEP-2022		X0708	D	LIVE		
0001947117-22-000001	021-460114               	28-SEP-2022		X0708	D	LIVE		
0001214659-22-011616	021-184441               	28-SEP-2022		X0708	D/A	LIVE		
0001789622-22-000003	021-203443               	28-SEP-2022		X0708	D/A	LIVE		
0001943275-22-000005	021-350629               	28-SEP-2022		X0708	D/A	LIVE		
0001933777-22-000001	021-460113               	28-SEP-2022		X0708	D	LIVE		
0001948136-22-000001	021-460112               	28-SEP-2022		X0708	D	LIVE		
0001948147-22-000001	021-460111               	28-SEP-2022		X0708	D	LIVE		
0001803619-22-000001	021-412511               	28-SEP-2022		X0708	D/A	LIVE		
0001789622-22-000002	021-349842               	28-SEP-2022		X0708	D/A	LIVE		
0001042167-22-000052	021-460110               	28-SEP-2022		X0708	D	LIVE		
0001947856-22-000002	021-460109               	28-SEP-2022		X0708	D	LIVE		
0000935836-22-000532	021-460108               	28-SEP-2022		X0708	D	LIVE		
0001652560-22-000002	021-460107               	28-SEP-2022		X0708	D	LIVE		
0001948135-22-000002	021-460106               	28-SEP-2022		X0708	D	LIVE		
0001948192-22-000001	021-460105               	28-SEP-2022		X0708	D	LIVE		
0001567619-22-017892	021-422562               	28-SEP-2022		X0708	D/A	LIVE		
0001944690-22-000001	021-460104               	28-SEP-2022		X0708	D	LIVE		
0001947905-22-000001	021-460103               	28-SEP-2022		X0708	D	LIVE		
0001947864-22-000001	021-460102               	28-SEP-2022		X0708	D	LIVE		
0001948248-22-000002	021-460101               	28-SEP-2022		X0708	D	LIVE		
